,Store LocationKey,Month,Year,PizzaSizeKey,DoughKey,CheeseTypeKey,ToppingKey,Qunatity,ProfitKey
129,1.0,1.0,2017.0,3.0,2.0,1.0,2.0,20.0,49.5
130,4.0,9.0,2019.0,3.0,2.0,0.0,2.0,160.0,295.5
131,1.0,5.0,2016.0,2.0,0.0,1.0,3.0,40.0,70.5
132,0.0,3.0,2015.0,2.0,1.0,1.0,2.0,120.0,492.0
133,0.0,2.0,2016.0,0.0,2.0,1.0,1.0,100.0,532.5
134,4.0,9.0,2019.0,0.0,1.0,2.0,3.0,60.0,93.0
135,1.0,9.0,2016.0,2.0,0.0,0.0,3.0,140.0,373.5
136,4.0,9.0,2016.0,0.0,2.0,1.0,3.0,60.0,306.0
137,1.0,7.0,2015.0,3.0,1.0,1.0,3.0,60.0,100.5
138,0.0,4.0,2015.0,0.0,2.0,2.0,2.0,160.0,838.5
139,2.0,4.0,2019.0,2.0,0.0,2.0,1.0,160.0,445.5
140,1.0,1.0,2015.0,2.0,1.0,2.0,3.0,140.0,232.5
141,3.0,2.0,2015.0,2.0,1.0,2.0,0.0,160.0,283.5
142,2.0,7.0,2017.0,3.0,1.0,1.0,3.0,40.0,94.5
143,1.0,3.0,2016.0,2.0,2.0,0.0,0.0,20.0,94.5
144,2.0,4.0,2017.0,0.0,2.0,1.0,1.0,140.0,340.5
145,0.0,7.0,2015.0,3.0,1.0,0.0,0.0,160.0,519.0
146,1.0,2.0,2019.0,4.0,2.0,0.0,3.0,180.0,546.0
147,4.0,4.0,2018.0,0.0,1.0,1.0,1.0,140.0,765.0
148,2.0,6.0,2015.0,0.0,0.0,2.0,3.0,160.0,384.0
149,0.0,9.0,2019.0,3.0,0.0,2.0,2.0,40.0,102.0
150,1.0,1.0,2018.0,3.0,0.0,1.0,2.0,60.0,190.5
151,3.0,6.0,2018.0,3.0,1.0,0.0,1.0,100.0,268.5
152,0.0,5.0,2016.0,2.0,0.0,0.0,0.0,120.0,282.0
153,3.0,2.0,2017.0,2.0,2.0,0.0,0.0,140.0,759.0
154,2.0,8.0,2018.0,0.0,2.0,0.0,3.0,80.0,415.5
155,3.0,7.0,2015.0,3.0,0.0,1.0,0.0,180.0,714.0
156,1.0,3.0,2019.0,3.0,1.0,2.0,2.0,140.0,534.0
157,4.0,8.0,2019.0,2.0,0.0,0.0,1.0,120.0,574.5
158,1.0,4.0,2018.0,1.0,2.0,2.0,2.0,60.0,148.5
159,3.0,2.0,2016.0,0.0,0.0,2.0,2.0,20.0,63.0
160,0.0,2.0,2016.0,4.0,0.0,1.0,2.0,120.0,555.0
161,3.0,6.0,2017.0,2.0,1.0,0.0,3.0,80.0,304.5
162,3.0,8.0,2015.0,3.0,1.0,0.0,3.0,180.0,511.5
163,3.0,5.0,2015.0,4.0,2.0,1.0,1.0,40.0,196.5
164,1.0,4.0,2018.0,1.0,2.0,1.0,3.0,20.0,39.0
165,1.0,10.0,2017.0,2.0,1.0,2.0,0.0,80.0,310.5
166,4.0,1.0,2018.0,0.0,0.0,1.0,1.0,120.0,192.0
167,4.0,3.0,2018.0,0.0,2.0,2.0,0.0,160.0,658.5
168,3.0,4.0,2017.0,2.0,1.0,2.0,0.0,80.0,283.5
169,4.0,4.0,2016.0,0.0,1.0,2.0,3.0,80.0,141.0
170,2.0,3.0,2016.0,3.0,2.0,1.0,1.0,80.0,370.5
171,3.0,7.0,2015.0,3.0,0.0,2.0,0.0,100.0,241.5
172,4.0,9.0,2015.0,0.0,2.0,1.0,0.0,160.0,420.0
173,1.0,10.0,2017.0,2.0,1.0,1.0,2.0,100.0,364.5
174,4.0,3.0,2019.0,4.0,1.0,0.0,2.0,20.0,36.0
175,1.0,10.0,2018.0,1.0,2.0,2.0,1.0,100.0,261.0
176,3.0,12.0,2018.0,4.0,1.0,1.0,1.0,140.0,552.0
177,3.0,6.0,2018.0,1.0,1.0,0.0,1.0,160.0,468.0
178,4.0,2.0,2018.0,0.0,2.0,2.0,3.0,80.0,186.0
179,4.0,7.0,2018.0,3.0,2.0,1.0,3.0,100.0,339.0
180,4.0,5.0,2017.0,2.0,2.0,2.0,0.0,80.0,442.5
181,4.0,5.0,2017.0,2.0,2.0,0.0,3.0,180.0,366.0
182,4.0,1.0,2017.0,0.0,2.0,0.0,2.0,140.0,364.5
183,2.0,10.0,2015.0,4.0,2.0,2.0,1.0,40.0,100.5
184,2.0,4.0,2019.0,1.0,0.0,2.0,0.0,100.0,451.5
185,2.0,1.0,2017.0,0.0,1.0,2.0,2.0,160.0,486.0
186,1.0,4.0,2017.0,0.0,1.0,0.0,0.0,140.0,730.5
187,2.0,10.0,2016.0,2.0,2.0,2.0,1.0,20.0,114.0
188,1.0,12.0,2015.0,0.0,2.0,1.0,2.0,100.0,532.5
189,4.0,7.0,2015.0,2.0,2.0,0.0,1.0,160.0,385.5
190,1.0,6.0,2017.0,0.0,2.0,2.0,0.0,20.0,37.5
191,1.0,6.0,2018.0,0.0,0.0,0.0,1.0,80.0,148.5
192,3.0,6.0,2018.0,3.0,0.0,1.0,2.0,100.0,154.5
193,4.0,8.0,2019.0,0.0,2.0,0.0,0.0,100.0,363.0
194,4.0,11.0,2015.0,2.0,2.0,2.0,0.0,40.0,96.0
195,4.0,7.0,2018.0,3.0,1.0,0.0,3.0,120.0,531.0
196,0.0,4.0,2019.0,1.0,2.0,0.0,0.0,40.0,199.5
197,3.0,12.0,2017.0,4.0,2.0,0.0,1.0,60.0,292.5
198,4.0,1.0,2017.0,2.0,2.0,0.0,3.0,60.0,193.5
199,4.0,4.0,2015.0,2.0,0.0,0.0,0.0,180.0,486.0
200,3.0,8.0,2015.0,0.0,2.0,1.0,1.0,40.0,169.5
201,0.0,2.0,2018.0,0.0,2.0,0.0,1.0,160.0,882.0
202,4.0,8.0,2019.0,4.0,1.0,1.0,1.0,20.0,40.5
203,2.0,9.0,2017.0,1.0,0.0,2.0,0.0,160.0,396.0
204,3.0,7.0,2017.0,2.0,1.0,1.0,3.0,160.0,594.0
205,0.0,11.0,2017.0,1.0,0.0,0.0,2.0,120.0,516.0
206,3.0,3.0,2018.0,0.0,1.0,1.0,0.0,180.0,273.0
207,3.0,1.0,2016.0,3.0,1.0,0.0,2.0,60.0,190.5
208,2.0,11.0,2018.0,3.0,0.0,1.0,3.0,80.0,207.0
209,4.0,3.0,2015.0,2.0,1.0,0.0,0.0,120.0,648.0
210,2.0,1.0,2015.0,4.0,0.0,1.0,2.0,140.0,789.0
211,1.0,1.0,2016.0,2.0,1.0,2.0,0.0,160.0,649.5
212,2.0,11.0,2015.0,4.0,1.0,0.0,0.0,40.0,169.5
213,1.0,3.0,2018.0,1.0,2.0,2.0,3.0,120.0,700.5
214,1.0,2.0,2017.0,3.0,1.0,2.0,0.0,100.0,555.0
215,2.0,9.0,2019.0,0.0,0.0,1.0,0.0,160.0,838.5
216,1.0,3.0,2019.0,0.0,2.0,2.0,0.0,60.0,108.0
217,0.0,5.0,2018.0,2.0,1.0,1.0,1.0,160.0,825.0
218,2.0,9.0,2016.0,0.0,1.0,1.0,0.0,80.0,262.5
219,4.0,6.0,2018.0,4.0,1.0,0.0,0.0,160.0,742.5
220,1.0,3.0,2017.0,3.0,1.0,2.0,0.0,40.0,99.0
221,4.0,9.0,2019.0,1.0,1.0,2.0,1.0,80.0,468.0
222,1.0,7.0,2015.0,3.0,1.0,1.0,1.0,60.0,196.5
223,2.0,7.0,2016.0,0.0,1.0,2.0,1.0,80.0,472.5
224,4.0,11.0,2017.0,1.0,0.0,1.0,1.0,20.0,115.5
225,4.0,4.0,2017.0,4.0,1.0,0.0,1.0,100.0,336.0
226,3.0,2.0,2015.0,2.0,0.0,0.0,3.0,140.0,823.5
227,3.0,11.0,2015.0,4.0,1.0,2.0,2.0,120.0,655.5
228,0.0,12.0,2019.0,4.0,2.0,1.0,2.0,20.0,52.5
229,3.0,2.0,2018.0,2.0,2.0,0.0,3.0,160.0,765.0
230,2.0,9.0,2015.0,2.0,0.0,0.0,3.0,120.0,471.0
231,0.0,7.0,2018.0,3.0,0.0,1.0,0.0,40.0,70.5
232,1.0,2.0,2019.0,2.0,1.0,2.0,3.0,60.0,118.5
233,3.0,10.0,2018.0,3.0,2.0,2.0,2.0,100.0,510.0
234,1.0,1.0,2015.0,2.0,2.0,0.0,3.0,160.0,870.0
235,2.0,3.0,2016.0,2.0,1.0,0.0,3.0,160.0,267.0
236,3.0,10.0,2018.0,0.0,0.0,2.0,2.0,120.0,420.0
237,4.0,4.0,2019.0,0.0,1.0,2.0,3.0,80.0,283.5
238,3.0,5.0,2017.0,0.0,0.0,0.0,3.0,160.0,520.5
239,0.0,2.0,2017.0,0.0,0.0,2.0,2.0,60.0,171.0
240,3.0,2.0,2015.0,4.0,0.0,0.0,0.0,180.0,465.0
241,0.0,5.0,2017.0,1.0,0.0,2.0,2.0,140.0,607.5
242,3.0,3.0,2017.0,0.0,0.0,1.0,2.0,40.0,181.5
243,0.0,3.0,2018.0,3.0,1.0,0.0,0.0,80.0,234.0
244,3.0,4.0,2016.0,4.0,2.0,1.0,2.0,120.0,423.0
245,2.0,2.0,2018.0,3.0,1.0,1.0,1.0,60.0,111.0
246,3.0,7.0,2016.0,1.0,0.0,0.0,1.0,20.0,60.0
247,1.0,6.0,2016.0,0.0,0.0,0.0,2.0,160.0,807.0
248,2.0,2.0,2016.0,4.0,2.0,2.0,2.0,20.0,118.5
249,2.0,9.0,2017.0,1.0,2.0,2.0,2.0,100.0,219.0
250,3.0,3.0,2017.0,4.0,0.0,2.0,1.0,180.0,801.0
251,1.0,4.0,2015.0,4.0,2.0,0.0,0.0,120.0,310.5
252,0.0,5.0,2018.0,3.0,0.0,0.0,3.0,80.0,247.5
253,4.0,11.0,2019.0,4.0,0.0,0.0,2.0,140.0,699.0
254,1.0,11.0,2017.0,1.0,0.0,2.0,0.0,140.0,673.5
255,3.0,3.0,2016.0,3.0,1.0,1.0,0.0,140.0,628.5
256,3.0,12.0,2017.0,3.0,1.0,2.0,1.0,60.0,226.5
257,0.0,2.0,2017.0,3.0,0.0,2.0,3.0,120.0,438.0
258,2.0,4.0,2017.0,3.0,0.0,0.0,1.0,120.0,507.0
259,4.0,8.0,2016.0,2.0,2.0,2.0,2.0,60.0,321.0
260,0.0,3.0,2019.0,2.0,0.0,0.0,1.0,40.0,157.5
261,3.0,8.0,2019.0,3.0,2.0,2.0,3.0,140.0,822.0
262,4.0,2.0,2017.0,4.0,1.0,0.0,0.0,100.0,223.5
263,3.0,11.0,2018.0,0.0,1.0,1.0,2.0,100.0,322.5
264,4.0,5.0,2018.0,1.0,2.0,0.0,2.0,80.0,345.0
265,3.0,11.0,2016.0,0.0,0.0,1.0,0.0,60.0,330.0
266,0.0,4.0,2017.0,4.0,2.0,0.0,3.0,40.0,129.0
267,4.0,8.0,2017.0,4.0,1.0,1.0,0.0,140.0,774.0
268,3.0,3.0,2019.0,4.0,1.0,1.0,2.0,20.0,64.5
269,4.0,10.0,2019.0,2.0,2.0,1.0,2.0,80.0,352.5
270,1.0,3.0,2018.0,3.0,1.0,2.0,3.0,120.0,703.5
271,0.0,8.0,2016.0,0.0,0.0,1.0,2.0,160.0,301.5
272,3.0,1.0,2016.0,4.0,2.0,1.0,1.0,160.0,732.0
273,1.0,5.0,2016.0,4.0,2.0,2.0,1.0,100.0,258.0
274,1.0,3.0,2019.0,0.0,1.0,0.0,1.0,140.0,771.0
275,2.0,9.0,2019.0,0.0,2.0,0.0,1.0,40.0,222.0
276,2.0,12.0,2015.0,3.0,0.0,1.0,1.0,180.0,859.5
277,4.0,6.0,2016.0,3.0,2.0,1.0,1.0,80.0,355.5
278,2.0,7.0,2018.0,0.0,0.0,1.0,3.0,180.0,711.0
279,3.0,2.0,2017.0,0.0,0.0,1.0,3.0,100.0,310.5
280,1.0,9.0,2017.0,3.0,1.0,1.0,2.0,80.0,217.5
281,4.0,2.0,2016.0,1.0,1.0,1.0,1.0,120.0,628.5
282,3.0,12.0,2016.0,2.0,2.0,0.0,2.0,60.0,255.0
283,2.0,12.0,2015.0,2.0,1.0,0.0,2.0,120.0,690.0
284,3.0,6.0,2019.0,2.0,1.0,1.0,1.0,20.0,81.0
285,4.0,7.0,2017.0,4.0,2.0,2.0,0.0,40.0,234.0
286,2.0,1.0,2016.0,4.0,0.0,1.0,3.0,180.0,738.0
287,0.0,7.0,2019.0,4.0,1.0,2.0,2.0,80.0,186.0
288,1.0,4.0,2015.0,0.0,1.0,1.0,0.0,60.0,90.0
289,3.0,10.0,2015.0,1.0,0.0,0.0,2.0,180.0,778.5
290,2.0,7.0,2018.0,0.0,2.0,1.0,2.0,60.0,240.0
291,0.0,12.0,2015.0,4.0,2.0,0.0,3.0,100.0,255.0
292,2.0,7.0,2016.0,4.0,2.0,2.0,1.0,80.0,336.0
293,1.0,6.0,2018.0,1.0,1.0,0.0,1.0,40.0,87.0
294,0.0,12.0,2019.0,0.0,2.0,0.0,3.0,180.0,441.0
295,2.0,10.0,2018.0,1.0,1.0,2.0,0.0,140.0,423.0
296,4.0,7.0,2018.0,4.0,2.0,1.0,2.0,180.0,963.0
297,4.0,5.0,2016.0,2.0,0.0,1.0,0.0,140.0,760.5
298,1.0,8.0,2017.0,0.0,2.0,0.0,3.0,140.0,529.5
299,0.0,5.0,2017.0,4.0,2.0,0.0,0.0,80.0,145.5
300,4.0,7.0,2015.0,3.0,0.0,0.0,1.0,120.0,579.0
301,3.0,4.0,2019.0,3.0,2.0,2.0,0.0,60.0,351.0
302,1.0,6.0,2019.0,4.0,1.0,2.0,0.0,40.0,96.0
303,4.0,4.0,2019.0,1.0,0.0,0.0,0.0,80.0,474.0
304,0.0,7.0,2015.0,3.0,0.0,1.0,2.0,100.0,580.5
305,3.0,11.0,2019.0,3.0,1.0,2.0,0.0,160.0,255.0
306,1.0,4.0,2018.0,1.0,2.0,0.0,1.0,80.0,157.5
307,3.0,9.0,2019.0,2.0,1.0,0.0,0.0,20.0,82.5
308,1.0,1.0,2015.0,3.0,2.0,1.0,2.0,120.0,229.5
309,4.0,8.0,2018.0,3.0,1.0,1.0,2.0,20.0,91.5
310,1.0,12.0,2017.0,0.0,2.0,0.0,1.0,60.0,115.5
311,0.0,7.0,2015.0,1.0,1.0,1.0,2.0,140.0,829.5
312,2.0,2.0,2015.0,3.0,1.0,0.0,1.0,180.0,901.5
313,1.0,3.0,2017.0,0.0,0.0,0.0,0.0,40.0,106.5
314,1.0,10.0,2016.0,1.0,0.0,2.0,2.0,80.0,280.5
315,2.0,4.0,2016.0,3.0,0.0,0.0,2.0,180.0,727.5
316,1.0,1.0,2019.0,3.0,2.0,0.0,2.0,140.0,379.5
317,0.0,6.0,2015.0,2.0,1.0,0.0,1.0,80.0,180.0
318,2.0,7.0,2015.0,2.0,0.0,0.0,1.0,140.0,639.0
319,4.0,11.0,2019.0,3.0,0.0,1.0,1.0,140.0,388.5
320,2.0,4.0,2016.0,0.0,0.0,1.0,1.0,80.0,228.0
321,0.0,6.0,2016.0,2.0,1.0,0.0,1.0,120.0,469.5
322,2.0,12.0,2019.0,4.0,1.0,0.0,3.0,120.0,418.5
323,3.0,12.0,2015.0,2.0,2.0,0.0,1.0,100.0,388.5
324,3.0,11.0,2015.0,3.0,0.0,2.0,2.0,20.0,96.0
325,2.0,12.0,2017.0,3.0,1.0,0.0,1.0,140.0,700.5
326,0.0,9.0,2018.0,3.0,2.0,2.0,2.0,180.0,864.0
327,3.0,3.0,2018.0,3.0,1.0,0.0,2.0,120.0,465.0
328,1.0,12.0,2015.0,2.0,2.0,2.0,2.0,60.0,319.5
329,3.0,7.0,2016.0,3.0,1.0,2.0,3.0,180.0,927.0
330,1.0,2.0,2016.0,2.0,0.0,2.0,1.0,40.0,90.0
331,0.0,10.0,2018.0,1.0,1.0,0.0,0.0,100.0,583.5
332,4.0,10.0,2016.0,3.0,1.0,2.0,0.0,180.0,516.0
333,3.0,12.0,2019.0,0.0,2.0,2.0,2.0,80.0,367.5
334,1.0,9.0,2019.0,4.0,1.0,1.0,1.0,160.0,892.5
335,2.0,10.0,2019.0,1.0,0.0,1.0,1.0,80.0,408.0
336,0.0,9.0,2016.0,4.0,0.0,1.0,2.0,160.0,814.5
337,0.0,5.0,2017.0,0.0,2.0,1.0,1.0,20.0,30.0
338,0.0,2.0,2019.0,4.0,2.0,2.0,0.0,140.0,754.5
339,2.0,10.0,2019.0,4.0,0.0,0.0,2.0,120.0,418.5
340,0.0,11.0,2019.0,3.0,1.0,2.0,2.0,100.0,162.0
341,0.0,2.0,2018.0,0.0,2.0,0.0,2.0,160.0,363.0
342,3.0,9.0,2018.0,3.0,0.0,0.0,3.0,140.0,796.5
343,3.0,12.0,2019.0,4.0,1.0,1.0,1.0,100.0,219.0
344,0.0,9.0,2019.0,0.0,0.0,2.0,3.0,160.0,723.0
345,2.0,1.0,2019.0,0.0,0.0,2.0,3.0,60.0,183.0
346,2.0,4.0,2019.0,2.0,0.0,1.0,2.0,120.0,292.5
347,2.0,1.0,2018.0,0.0,1.0,1.0,1.0,40.0,94.5
348,1.0,11.0,2016.0,2.0,1.0,0.0,0.0,20.0,57.0
349,2.0,12.0,2017.0,3.0,2.0,1.0,3.0,120.0,613.5
350,4.0,5.0,2019.0,0.0,0.0,0.0,2.0,80.0,271.5
351,2.0,2.0,2019.0,0.0,0.0,1.0,2.0,160.0,744.0
352,2.0,12.0,2018.0,2.0,1.0,0.0,1.0,180.0,847.5
353,3.0,11.0,2015.0,1.0,0.0,1.0,0.0,180.0,603.0
354,2.0,10.0,2018.0,1.0,1.0,1.0,0.0,100.0,567.0
